Min Data,Smoothing,P-Value Act,R-Squared Act,Radj-Squared Act,P-Value Val,R-Squared Val,Radj-Squared Val,Size
5,1,0.14836849800622115,0.13812596934047272,0.04159607790660558,0.15766211747557635,0.13642179478299854,0.03970103579869433,140
5,2,0.7831589023459089,0.07148380519404263,-0.03251000862422471,0.3603599223138534,0.11008042610817759,0.010409433832293424,140
5,3,0.8038611708623219,0.06936890979308097,-0.03486177231009413,0.4942418385765196,0.0974057613310697,-0.0036847933998505056,140
5,4,0.46554994943702754,0.0999911366570293,-0.0008098560373834829,0.5020405025510328,0.09671102529395892,-0.004457339873117805,140
5,5,0.2688455662408832,0.12024291341619175,0.0217101197188051,0.22981242872992344,0.12525820751109218,0.027287126752334467,140
5,6,0.18232433890827185,0.13224506959486115,0.035056517389485564,0.25800065838772235,0.1215841255105724,0.023201547567756386,140
5,7,0.5117662737630537,0.09584865510901297,-0.005416295518777758,0.2397391559732063,0.12393080141511459,0.02581105117360738,140
5,8,0.5574953095029664,0.09183954801063376,-0.009874422612175415,0.18971712878829824,0.1310763072186374,0.03375685362712466,140
5,9,0.8052587830666801,0.06922293149619285,-0.0350241001762337,0.13817376664976683,0.1400937459870244,0.0437842455375711,140
5,10,0.44547976033331704,0.1018325712696121,0.0012378192518085473,0.17525855281369782,0.13339565966563904,0.036335973548190514,140
5,11,0.17477272991056247,0.13347604195778762,0.03642535865705976,0.2788994540343988,0.11903090598511057,0.020362367455442842,140
5,12,0.18753769057576603,0.1314172990076916,0.034136036496552946,0.20322712266663914,0.12902445020366926,0.03147518862648013,140
5,13,0.40588058950582345,0.10556785347949349,0.005391453069196639,0.18154200037084436,0.13237080427794667,0.035196334357076586,140
5,14,0.23954446494986265,0.12395646641454705,0.025839590652976252,0.04656918578741933,0.16721097492860348,0.07393860412060704,140
5,15,0.3331675008894597,0.11292149649196159,0.01356870409906119,0.208544646387928,0.12824408059046066,0.030607417616592136,140
10,1,0.8702486927444006,0.08426148803085864,-0.05978726666091627,0.8679376209446689,0.08465426162297063,-0.059332708458809114,104
10,2,0.6922025124334674,0.10875294581355122,-0.031443220013530615,0.6224164458569978,0.11696904495755811,-0.021934700779455252,104
10,3,0.34885035670315906,0.150234284545938,0.016563273126197986,0.7866023649752836,0.09681515863920476,-0.04525886135013368,104
10,4,0.5562543306171466,0.12462617377132179,-0.013073079792739861,0.9053644833133369,0.0777501760599475,-0.06732282995309435,104
10,5,0.6587741994994045,0.11272361664826458,-0.026847949272233107,0.7892458191192983,0.09645666197175351,-0.04567375075179081,104
10,6,0.4325699772131757,0.13934602028989562,0.003962248200665819,0.8789155253337335,0.0827545921896029,-0.0615312022974257,104
10,7,0.3337517873168093,0.1523342219971351,0.018993537816909156,0.7008814497359372,0.10770685807404412,-0.03265386088060063,104
10,8,0.8657055219608013,0.08503022299114105,-0.05889760710014014,0.17248710009542292,0.1799115250836154,0.05090884363609427,104
10,9,0.8354122016686838,0.08985031021562173,-0.053319303907763516,0.5614507181618908,0.12402415286751045,-0.01376980061400479,104
10,10,0.19694478669400453,0.1748202297954473,0.04501667043742785,0.16550419215228412,0.18146239746664117,0.05270367347262972,104
10,11,0.07532646335165023,0.20847180269800059,0.08396174918982091,0.4332537661812095,0.13926122924828044,0.00386411924239205,104
10,12,0.030696907459945112,0.23519000244051858,0.1148828118131845,0.1466986274838357,0.18589956989996315,0.057838828086474225,104
10,13,0.03684533824602864,0.2300195759917011,0.10889905985556425,0.10189793418304252,0.19860236235578965,0.07253981261400377,104
10,14,0.0170415201402982,0.25112275452668353,0.13332183950840903,0.06038553528508917,0.21537947523193324,0.09195602189763064,104
10,15,0.014901557317706279,0.254616015021766,0.13736460165440345,0.1735145469934012,0.1796873008447999,0.050649348168701036,104
15,1,0.9625227861752869,0.07889778775591161,-0.10799251617767158,0.8827557506830113,0.10287120894781832,-0.07915492257001566,84
15,2,0.9934685610979059,0.055668710732377225,-0.13593473926395205,0.8316614140362223,0.11320385908470187,-0.06672579269521361,84
15,3,0.7437490188246412,0.12800866374085884,-0.04891711463056114,0.05564639770027115,0.2677853125435049,0.11922001363928847,84
15,4,0.9892643031334597,0.06118730672750927,-0.12929642813937292,0.7992676795932833,0.11896722774364399,-0.05979304488808035,84
15,5,0.8663213543358759,0.1064121766249555,-0.0748954976830245,0.7685663306503718,0.1240706165152784,-0.05365418593089699,84
15,6,0.6606699244491121,0.1404208639208041,-0.033986497022800766,0.8091077826049959,0.11726377414343525,-0.06184212675499823,84
15,7,0.16904939396697377,0.22330066987844,0.06570950144797849,0.6899856231826447,0.1361419386346,-0.0391336100482349,84
15,8,0.09585582425956891,0.2472506489732892,0.09451889659105805,0.08766108643201401,0.25076512254002015,0.09874645175103869,84
15,9,0.09972683601011142,0.24567397615441133,0.09262231914226293,0.14855009801148739,0.2290403850625613,0.07261379652453026,84
15,10,0.459664444313684,0.1692171195487686,0.0006524771383737971,0.007707209431194556,0.3305038275384061,0.19466402443025665,84
15,11,0.32276703511987725,0.19095682259512292,0.02680313442601745,0.3073950602323503,0.19367012858965882,0.030066966274517104,84
15,12,0.22580113155328912,0.20968095196284264,0.049326362506028065,0.06633893239738058,0.26135997348235807,0.11149098259472057,84
15,13,0.3943623121401829,0.1791507837783013,0.012601667443463915,0.12013775605740565,0.23808372736967542,0.08349201987946464,84
15,14,0.2005397846362865,0.21540376712637777,0.056210328572309454,0.17079808255099216,0.22283539887353998,0.06514982763049015,84
15,15,0.3313224533210296,0.18947822366980738,0.025024529921652383,0.3284045536913232,0.18998010664947806,0.02562824423053156,84
20,1,0.9856782565147845,0.07547686278992083,-0.1476838944676846,0.7871485365940336,0.1404013086396676,-0.06708803065420588,73
20,2,0.9825817629444066,0.07845552754334473,-0.1439862416703308,0.8468856132430582,0.12811076982596825,-0.08234525125052228,73
20,3,0.49237727601679904,0.19000317186778093,-0.005513303888271981,0.08926428840006777,0.28654841974846224,0.11433596934291856,73
20,4,0.9798724471308216,0.08076228932230423,-0.14112267532403622,0.3621593819216527,0.2125767130165953,0.022509023055083843,73
20,5,0.8798600537466186,0.12028473673222506,-0.09206032681516896,0.21852475494205392,0.2430475739503697,0.0603349193866658,73
20,6,0.6243301386472724,0.16857911359359967,-0.03210868657346255,0.3753265564945924,0.21015555769216343,0.019503450928202826,73
20,7,0.14292726654988305,0.2648984352159298,0.08746012647494739,0.512455609832788,0.1867078720203733,-0.009604020940226166,73
20,8,0.03566426473348191,0.32353208940390743,0.1602467316738161,0.17491469231336512,0.25483176345041336,0.07496356842120278,73
20,9,0.12257944997744337,0.2722161098405377,0.0965441363537709,0.03578941929879401,0.3234009868410599,0.16008398366476395,73
20,10,0.5187107835570081,0.1856866781895713,-0.010871709833635723,0.011425006138933033,0.363078926474355,0.2093393570026476,73
20,11,0.39802302086035857,0.20607348862418073,0.014436054843810497,0.06541717717052409,0.29973558665302813,0.13070624550031074,73
20,12,0.2596928377414414,0.23330827236660634,0.048244751903373406,0.13403826916164502,0.2679909520408398,0.09129911287828385,73
20,13,0.3255113079066786,0.21955988999886955,0.03117779448135527,0.1204483412157604,0.2730349895445805,0.09756067667603097,73
20,14,0.09039654258515951,0.2859968521908125,0.11365126478859477,0.21095663255982924,0.24496765875966775,0.06271847294303579,73
20,15,0.2158965629714855,0.2437091820869528,0.06115622603897586,0.4585994302386329,0.1956251570776223,0.0014657122342897067,73
25,1,0.7374120840214504,0.22933212394532732,-0.08800170737130264,0.3731106991254463,0.3165311150633304,0.0351027506776429,49
25,2,0.5681084397855694,0.2700129528716685,-0.03056994888705633,0.900806890711174,0.1778174726697117,-0.16072827387805422,49
25,3,0.1951921200720021,0.36964923120404103,0.11009303228805789,0.08496022624546117,0.42250420149118784,0.1847118138699122,49
25,4,0.5834136766964422,0.26647067127069146,-0.03557081702961207,0.674986913426274,0.2448997466839017,-0.0660238870344918,49
25,5,0.4043805587082932,0.3086717458028354,0.024007170545179313,0.46517443988133783,0.29398058893766177,0.0032667137943459545,49
25,6,0.0976762782057802,0.4144397814726416,0.17332675031431755,0.5065095291497312,0.2842811610745646,-0.0104265961300265,49
25,7,0.01901454742084709,0.496076194949544,0.28857815757582683,0.23555004364722423,0.35570014626214463,0.0904002064877335,49
25,8,0.007324736422793418,0.5343564141483903,0.342620819974198,0.11536800631543957,0.4044456604092552,0.15921740293071318,49
25,9,0.013467477873765935,0.5105252843430181,0.30897687201367263,0.057643316636926484,0.44364338000231285,0.21455536000326514,49
25,10,0.04986260608212818,0.451115200352467,0.22510381226230625,0.07457263031765979,0.42981165242924324,0.19502821519422575,49
25,11,0.024911420559951627,0.4842113334033473,0.2718277648047256,0.1854354708903751,0.37329686631897696,0.11524263480326158,49
25,12,0.036306056937524624,0.46675676280256817,0.2471860180742138,0.09516338964966946,0.4159672956334335,0.17548324089425904,49
25,13,0.08481919700644863,0.42259866768494836,0.18484517790816235,0.024969363181758887,0.4841070355270316,0.2716805207440446,49
25,14,0.06904150942592231,0.4340312258816792,0.2009852600682529,0.08267646772470374,0.42404901744702983,0.1868927305134538,49
25,15,0.17694065402882203,0.3765784409925005,0.11987544610705947,0.17376766771723756,0.37783140519327885,0.12164433674345243,49
30,1,0.7074113020533278,0.5622196073927518,-0.2038960796699325,0.2689303979456692,0.7314601484024736,0.2615154081068025,23
30,2,0.8690647341635742,0.4728419934705286,-0.44968451795604647,0.25234587170207534,0.738186133137401,0.2800118661278528,23
30,3,0.3871191763275411,0.6863492675801233,0.137460485845339,0.17953785011555895,0.7699364299543762,0.3673251823745345,23
30,4,0.913895641692278,0.4354896941352533,-0.5524033411280533,0.5756317484774663,0.6164635939285894,-0.05472511669637914,23
30,5,0.27292750101612684,0.7298595832061459,0.2571138538169011,0.7574526743482629,0.5386355384048004,-0.26875226938679897,23
30,6,0.2296226449979564,0.7476573687326666,0.3060577640148332,0.5936078765773631,0.6095043313750745,-0.07386308871854497,23
30,7,0.06044784472989048,0.8407561117019768,0.5620793071804363,0.16467771253312335,0.7770451292520721,0.38687410544319834,23
30,8,0.026386973356449225,0.8764815781105768,0.6603243398040862,0.20712049069760427,0.7573914915785166,0.3328266018409206,23
30,9,0.06875650561022414,0.8340821777257454,0.5437259887457999,0.42480192060207583,0.6725017894080425,0.09937992087211689,23
30,10,0.34102092092802583,0.703520179644634,0.18468049402274345,0.3256680514938096,0.7093329704526385,0.200665668744756,23
30,11,0.31492813274321513,0.7134364280668299,0.2119501771837824,0.28289256808946034,0.7259006925298879,0.24622690445719164,23
30,12,0.3341565324703513,0.7061119407284638,0.19180783700327553,0.4428565723308397,0.6658901398250775,0.08119788451896315,23
30,13,0.3525641561335103,0.6991853850441316,0.172759808871362,0.07795346366301402,0.8272192885011398,0.5248530433781344,23
30,14,0.5249060106772228,0.6356536937396481,-0.0019523422159677395,0.6821842862923868,0.5733229367645114,-0.17336192389759364,23
30,15,0.8035459919754779,0.5143632722611224,-0.3355010012819133,0.4304556788979327,0.670430808767496,0.09368472411061379,23
35,1,,1.0,,,1.0,,12
35,2,,1.0,,,1.0,,12
35,3,,1.0,,,1.0,,12
35,4,,1.0,,,1.0,,12
35,5,,1.0,,,1.0,,12
35,6,,1.0,,,1.0,,12
35,7,,1.0,,,1.0,,12
35,8,,1.0,,,1.0,,12
35,9,,1.0,,,1.0,,12
35,10,,1.0,,,1.0,,12
35,11,,1.0,,,1.0,,12
35,12,,1.0,,,1.0,,12
35,13,,1.0,,,1.0,,12
35,14,,1.0,,,1.0,,12
35,15,,1.0,,,1.0,,12
